landslide_fid,id,time_of_occurrence,damage_description,size_category,trigger,debris_type,material_type,movement_type,metadata_id,aspect,activity,x_coordinate,y_coordinate,severity_name,debris_type_name,material_type_name,movement_type_name,aspect_name,activity_name,data_source_name,trigger_name
"391165","6593",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383225","6594",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391166","6595",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386081","6596",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391167","6597",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391168","6598",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391169","6599",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383226","6600",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386082","6601",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391170","6602",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386083","6603",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386084","6604",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386085","6605",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386086","6606",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383227","6607",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383228","6608",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386087","6609",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386088","6610",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383229","6611",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383230","6612",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383231","6613",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391171","6614",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383232","6615",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386089","6616",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386090","6617",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383233","6618",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383234","6619",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386091","6620",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383235","6621",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383236","6622",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383237","6623",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391172","6624",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386092","6625",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383238","6626",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386093","6627",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386094","6628",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386095","6629",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391173","6630",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386096","6631",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386097","6632",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386098","6633",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383239","6634",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391174","6635",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386100","6636",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391175","6637",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386101","6638",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383240","6639",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386102","6640",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391176","6641",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383241","6642",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391177","6643",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391178","6644",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386103","6645",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391179","6646",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391180","6647",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386104","6648",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391181","6649",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391182","6650",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383242","6651",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391183","6652",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391184","6653",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386105","6654",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383243","6655",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386106","6656",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386099","6657",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391185","6658",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386107","6659",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383244","6660",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391186","6661",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383245","6662",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386108","6663",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391187","6664",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383246","6665",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383247","6666",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386109","6667",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386110","6668",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391188","6669",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386111","6670",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391189","6671",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"385478","6672",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386112","6673",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383248","6674",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391190","6675",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391191","6676",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386113","6677",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391192","6678",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383249","6679",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386114","6680",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386115","6681",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383250","6682",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391193","6683",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391194","6684",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391195","6685",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391196","6686",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386116","6687",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386117","6688",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386118","6689",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"385564","6690",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386119","6691",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383251","6692",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386120","6693",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391197","6694",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386121","6695",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391198","6696",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386122","6697",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391199","6698",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391200","6699",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391201","6700",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391202","6701",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386123","6702",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386124","6703",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391203","6704",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386125","6705",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391204","6706",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391205","6707",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391206","6708",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386126","6709",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391207","6710",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391208","6711",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386127","6712",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391209","6713",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386128","6714",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391210","6715",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391211","6716",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391212","6717",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391213","6718",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391214","6719",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386130","6720",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391215","6721",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386131","6722",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386132","6723",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391216","6724",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386133","6725",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386135","6726",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386136","6727",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383252","6728",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386137","6729",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383253","6730",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383254","6731",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391217","6732",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383255","6733",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383256","6734",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386138","6735",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386139","6736",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391218","6737",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383257","6738",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386140","6739",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391219","6740",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386141","6741",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386142","6742",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386143","6743",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386144","6744",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391220","6745",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"390684","6746",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386145","6747",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391221","6748",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383259","6749",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386146","6750",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391222","6751",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383258","6752",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386147","6753",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386148","6754",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386149","6755",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386150","6756",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391223","6757",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383260","6758",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391224","6759",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383261","6760",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386151","6761",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383262","6762",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386152","6763",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391225","6764",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386153","6765",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383263","6766",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391227","6767",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391228","6768",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386154","6769",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383264","6770",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391229","6771",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383916","6772",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386155","6773",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391230","6774",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383265","6775",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383266","6776",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391231","6777",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383268","6778",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383269","6779",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386156","6780",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383270","6781",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386157","6782",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383271","6783",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386158","6784",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391232","6785",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383273","6786",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383267","6787",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386159","6788",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391233","6789",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391234","6790",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386160","6791",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386161","6792",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383274","6793",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386162","6794",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383275","6795",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383276","6796",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386163","6797",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383277","6798",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383278","6799",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386164","6800",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383279","6801",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391235","6802",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386165","6803",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383280","6804",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386166","6805",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386167","6806",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386134","6807",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386168","6808",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386169","6809",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391236","6810",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386170","6811",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391237","6812",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383281","6813",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383282","6814",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391238","6815",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391239","6816",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391240","6817",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386171","6818",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386172","6819",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386173","6820",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391241","6821",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391242","6822",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386174","6823",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391243","6824",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386175","6825",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386176","6826",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383283","6827",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391244","6828",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386177","6829",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391245","6830",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386178","6831",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391246","6832",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391247","6833",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386179","6834",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383284","6835",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391248","6836",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383285","6837",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383286","6838",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386181","6839",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386182","6840",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391249","6841",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386183","6842",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386184","6843",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383288","6844",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391250","6845",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"386185","6846",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383470","6847",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"383289","6848",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"391251","6849",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
