landslide_fid,id,time_of_occurrence,damage_description,size_category,trigger,debris_type,material_type,movement_type,metadata_id,aspect,activity,x_coordinate,y_coordinate,severity_name,debris_type_name,material_type_name,movement_type_name,aspect_name,activity_name,data_source_name,trigger_name
"388913","14469",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384745","14470",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388914","14471",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394148","14472",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394149","14473",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388915","14474",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394150","14475",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394151","14477",,,"3","100","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,other
"394152","14478",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388916","14479",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388917","14480",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388918","14481",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394153","14482",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388919","14483",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384746","14484",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394154","14485",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388920","14486",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394155","14487",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388921","14488",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394156","14489",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388922","14490",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388923","14491",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388924","14492",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384747","14493",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394157","14494",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388925","14495",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388926","14496",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388927","14497",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388928","14498",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394158","14499",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394159","14500",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388929","14501",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388930","14502",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388931","14503",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394160","14504",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394161","14505",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394162","14506",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384748","14507",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388932","14508",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394163","14509",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394164","14510",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388933","14511",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388934","14512",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394165","14513",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388935","14514",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388936","14515",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394166","14516",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394167","14517",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394168","14518",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388937","14519",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388938","14520",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388939","14521",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394169","14522",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394170","14523",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384749","14524",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388940","14525",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388941","14526",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388942","14527",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388943","14528",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388944","14529",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388945","14530",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394171","14531",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384750","14532",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394172","14533",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394173","14534",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394174","14535",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394175","14536",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388946","14537",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388947","14538",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384751","14539",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394176","14540",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388948","14541",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394177","14542",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394178","14543",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394179","14544",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388949","14545",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388950","14546",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388951","14547",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394180","14548",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384752","14549",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384753","14550",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394181","14551",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384754","14552",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388952","14553",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388953","14554",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394182","14555",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388954","14556",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394183","14557",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394184","14558",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388955","14559",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394185","14560",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388956","14561",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394186","14562",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394187","14563",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384755","14564",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384756","14565",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388957","14566",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388958","14567",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388959","14568",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394188","14569",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388960","14570",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388961","14571",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394189","14572",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388962","14573",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384757","14574",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394190","14575",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394191","14576",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394192","14577",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394193","14578",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384758","14579",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394194","14580",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388963","14581",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394195","14582",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388964","14583",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388965","14584",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394196","14585",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394197","14586",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394198","14587",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394199","14588",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394200","14589",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394201","14590",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394202","14591",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388966","14592",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388967","14593",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388968","14594",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388969","14595",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394203","14596",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394204","14597",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388970","14598",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388971","14599",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394205","14600",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"383755","14601",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388972","14602",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388973","14603",,,"3","100","101","101","3",,,,,,large,Unknown,unknown,Rotational slide (slump),,,Landslide GIS,other
"388974","14604",,,"3","100","101","101","3",,,,,,large,Unknown,unknown,Rotational slide (slump),,,Landslide GIS,other
"394206","14605",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388975","14606",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388976","14607",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388977","14608",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394207","14609",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388978","14610",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394208","14611",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388979","14612",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394209","14613",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394210","14614",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388980","14615",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388981","14616",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388982","14617",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"384761","14618",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394211","14619",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394212","14620",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388983","14621",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394213","14622",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394214","14623",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388984","14624",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388985","14625",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394215","14626",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384760","14627",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388986","14628",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388987","14629",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
